mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
302,720,29100,8302920,45.4110995,-75.7054742,-73,1599319703000,50.9,0.3324186,317.30673,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.4110995,-75.7054742,-73,1599319703000,50.9,0.3324186,317.30673,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.4111053,-75.7054896,-80,1599319709000,7.5,0.57000643,305.23352,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.4111057,-75.705535,-79,1599319719000,5.4,0.23193952,229.24019,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.4111191,-75.7055392,-79,1599319724000,28.9,0.35200968,351.5963,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.4111654,-75.7055572,-73,1599319731077,30,1.0323385,339.16663,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.4112318,-75.7056349,-73,1599319739000,8,0.40502307,20.243605,LTE+,0,,29100,449,,,
302,720,29100,8302920,45.411299,-75.7056308,-74,1599319744000,7.5,4.0268254,351.0895,LTE+,0,,29100,449,,,
302,720,29100,8302919,45.4121378,-75.7062044,-86,1599319754000,4.3,11.401602,336.85284,LTE+,0,,29100,441,,,
302,720,29100,8302919,45.4126038,-75.706458,-86,1599319759000,4.3,11.667229,337.02374,LTE+,0,,29100,441,,,
302,720,29100,8302919,45.4135324,-75.7070743,-86,1599319769000,7.5,12.080114,329.32193,LTE+,1,,29100,441,,,
302,720,29100,8302919,45.4146002,-75.7076391,-91,1599319779000,4.3,11.130828,340.05286,LTE+,1,,29100,441,,,
302,720,29100,8302919,45.4149701,-75.7077261,-88,1599319784000,4.3,5.4522476,14.138709,LTE+,2,,29100,441,,,
302,720,29100,9752904,45.4153455,-75.7068795,-79,1599319794000,5.9,9.382746,58.06885,LTE+,1,,29100,272,,,
302,720,29100,9752904,45.415544,-75.7062906,-77,1599319799000,9.6,10.917417,59.09575,LTE+,1,,29100,272,,,
302,720,29100,9752904,45.415809,-75.705625,-78,1599319804000,7.5,10.729253,58.11218,LTE+,1,,29100,272,,,
302,720,29100,9752904,45.4162669,-75.7045608,-96,1599319814000,12.9,8.795603,59.788177,LTE+,1,,29100,272,,,
302,720,29100,9752853,45.4164624,-75.7040672,-93,1599319819000,25.7,9.1507635,54.769726,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4167623,-75.7032205,-82,1599319829000,18.2,0.40919265,2.8474095,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4167543,-75.7032226,-85,1599319834000,17.7,3.7758625,56.697037,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4170871,-75.7024165,-97,1599319844000,20.4,10.678128,45.804066,LTE+,2,,29100,264,,,
302,720,29100,9567765,45.4174081,-75.7018951,-94,1599319849000,26.8,8.433902,55.352943,LTE+,2,,29100,240,,,
302,720,29100,9567765,45.4176597,-75.7011881,-89,1599319859000,24.7,4.579962,70.445305,LTE+,2,,29100,240,,,
302,720,29100,9567765,45.417674,-75.701015,-88,1599319863979,44.1,0.33255407,102.32865,LTE+,2,,29100,240,,,
302,720,29100,9567765,45.4175965,-75.7011632,-83,1599319870085,45,1.7371573,231.35268,LTE+,2,,29100,240,,,
302,720,29100,9567765,45.4174267,-75.7012005,-86,1599319889000,45.3,0.8801687,134.7996,LTE,2,,29100,240,,,
302,720,29100,9567765,45.4175228,-75.7010679,-79,1599319895208,38.4,2.9191449,50.992958,LTE,2,,29100,240,,,
302,720,29100,9567765,45.4178886,-75.7004945,-89,1599319904000,12.9,6.885552,44.762985,LTE,2,,29100,240,,,
302,720,29100,9567765,45.4182882,-75.6997291,-89,1599319914000,25.7,6.674079,76.80203,LTE,3,,29100,240,,,
302,720,29100,9751831,45.4186415,-75.6986991,-80,1599319919000,11.8,12.963277,67.24574,LTE+,3,,29100,277,,,
302,720,29100,9751831,45.4190822,-75.6976812,-96,1599319929000,12.9,4.255714,62.809315,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4191489,-75.6974702,-94,1599319939000,30,0.47196838,52.385487,LTE,4,,29100,277,,,
302,720,29100,9751831,45.41908,-75.697517,-93,1599319944000,48.6,3.0697443,195.24596,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4189525,-75.6975899,-93,1599319950000,36.4,2.981656,196.15948,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4190007,-75.6976493,-95,1599319955000,65.2,0.99957794,295.82526,LTE+,4,,29100,277,,,
302,720,29100,9751831,45.4192161,-75.6976728,-95,1599319964000,30,2.0220475,351.23782,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4192716,-75.6975198,-94,1599319970000,34.3,3.6936965,63.776554,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4193757,-75.6972578,-83,1599319979000,28.8,1.9252213,59.98742,LTE,3,,29100,277,,,
302,720,29100,9751831,45.419374,-75.6972158,-80,1599319985000,32.2,0.86992574,74.78358,LTE,3,,29100,277,,,
302,720,29100,9751831,45.4193469,-75.6972133,-80,1599319989370,46.3,0.3921411,128.91347,LTE+,4,,29100,277,,,
302,720,29100,9751831,45.4193335,-75.6971903,-79,1599319994420,45,0.42236632,129.37764,LTE+,4,,29100,277,,,
302,720,29100,9751831,45.4192961,-75.6971472,-80,1599320001691,52.2,0.6063766,138.53148,LTE+,3,,29100,277,,,
302,720,29100,9751831,45.4192954,-75.6971027,-82,1599320012000,21.8,0.25291604,111.95111,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4192869,-75.6971019,-79,1599320017000,28.1,0.1696922,150.88936,LTE+,3,,29100,277,,,
302,720,29100,9751831,45.4192781,-75.6970875,-87,1599320021613,19.3,0.21305306,133.6722,LTE,4,,29100,277,,,
302,720,29100,9751831,45.4189759,-75.6968411,-77,1599320032000,17.2,3.49618,147.32806,LTE,3,,29100,277,,,
302,720,29100,9751831,45.418846,-75.6968439,-86,1599320037000,28.9,2.6376846,200.23793,LTE,3,,29100,277,,,
302,720,29100,9751831,45.4187769,-75.6969072,-86,1599320043320,31.5,0.13295765,106.45598,LTE,3,,29100,277,,,
302,720,29100,9751831,45.4186862,-75.6968357,-88,1599320048383,35,2.561566,148.96452,LTE,3,,29100,277,,,
