mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
302,720,29100,9752854,45.4148799,-75.7075293,-74,1604759729318,17.9,0.0,0.0,LTE+,1,,29100,272,,,
302,720,29100,9752854,45.4150035,-75.7072385,-79,1604759736830,21.4,6.2778873,60.720226,LTE+,2,,29100,272,,,
302,720,29100,9752854,45.4158079,-75.7059884,-86,1604759745841,30.0,8.996742,67.27324,LTE+,1,,29100,272,,,
302,720,29100,9752854,45.4159212,-75.7055561,-84,1604759750843,51.5,6.9605937,44.704884,LTE+,1,,29100,272,,,
302,720,29100,9752853,45.4162056,-75.7043279,-83,1604759759841,27.7,3.0643148,78.16737,LTE+,1,,29100,264,,,
302,720,29100,9752853,45.4161258,-75.7046776,-85,1604759765841,20.4,2.3509018,211.43039,LTE+,1,,29100,264,,,
302,720,29100,9752853,45.4160989,-75.7047814,-85,1604759770841,34.6,2.3443778,82.533394,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4163245,-75.7044206,-95,1604759776843,42.5,7.268506,44.882957,LTE+,1,,29100,264,,,
302,720,29100,9752853,45.416731,-75.7037219,-90,1604759782835,25.7,3.2761214,86.15926,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4169076,-75.7032788,-85,1604759788565,43.6,0.55845535,91.873,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4168756,-75.7031771,-88,1604759793594,41.0,0.7990487,24.034433,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4169661,-75.7030076,-91,1604759798634,56.3,4.4788322,55.754982,LTE+,2,,29100,264,,,
302,720,29100,9752853,45.4167159,-75.7019874,-97,1604759806837,33.2,2.0573077,54.38966,LTE,2,,29100,264,,,
302,720,29100,9567765,45.4173409,-75.7014592,-87,1604759814843,19.3,1.8314307,50.469757,LTE+,2,,29100,240,,,
302,720,29100,9567765,45.4174421,-75.701292,-87,1604759820841,32.2,0.76888674,50.52387,LTE+,2,,29100,240,,,
302,720,29100,9567765,45.4173806,-75.7011511,-89,1604759826232,30.6,0.80999315,149.45099,LTE+,2,,29100,240,,,
