mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
302,720,29100,9552457,45.4289029,-75.687491,-75,1611419524000,9.6,8.234546,59.198635,LTE+,1,,29100,205,,,
302,720,29100,9552457,45.4293515,-75.686472,-83,1611419534000,4.3,3.008448,65.47823,LTE+,2,,29100,205,,,
302,720,29100,9552457,45.429375,-75.6863025,-83,1611419541143,22.0,1.9836227,72.13128,LTE+,2,,29100,205,,,
302,720,29100,9552457,45.4292882,-75.6863266,-84,1611419549000,16.5,4.0140643,115.16668,LTE+,2,,29100,205,,,
302,720,29100,9552457,45.4292117,-75.6861729,-82,1611419554000,21.0,4.1802716,144.76482,LTE+,1,,29100,205,,,
302,720,29100,9552455,45.4284939,-75.6856205,-80,1611419564000,10.7,2.543178,149.72993,LTE+,0,,29100,189,,,
302,720,29100,7704954,45.4283944,-75.6855619,-74,1611419569000,12.3,2.1866615,152.09961,LTE,,,29100,197,,,
302,720,29100,7704837,45.4283762,-75.6855954,-81,1611419574000,30.5,0.6782177,243.44359,LTE+,0,,29100,197,,,
302,720,29100,7704837,45.4283904,-75.6855968,-81,1611419580460,20.1,0.18335071,354.11978,LTE+,0,,29100,197,,,
302,720,29100,7704837,45.4283664,-75.6855901,-82,1611419589000,7.5,0.034566253,202.26338,LTE+,0,,29100,197,,,
302,720,29100,7704837,45.4283002,-75.6855495,-80,1611419594000,31.2,2.365852,161.69273,LTE+,0,,29100,197,,,
302,720,29100,7704837,45.4275823,-75.6848687,-89,1611419604000,6.4,8.317189,148.06761,LTE+,1,,29100,197,,,
302,720,29100,7704836,45.4272206,-75.6845056,-88,1611419614000,7.0,1.3172176,150.00555,LTE+,1,,29100,189,,,
302,720,29100,7704836,45.4271776,-75.6845328,-90,1611419619000,6.4,0.96799713,167.90623,LTE+,1,,29100,189,,,
302,720,29100,7704836,45.427067,-75.6844629,-98,1611419626372,23.9,3.6544502,148.09628,LTE+,1,,29100,189,,,
302,720,29100,7704836,45.4264833,-75.6839039,-99,1611419634000,5.4,10.658303,146.96239,LTE,2,,29100,189,,,
302,720,29100,26301441,45.4255762,-75.6831336,-74,1611419644000,3.9,11.662164,149.05641,LTE,1,,29100,93,,,
302,720,29100,26301441,45.4251889,-75.6827939,-83,1611419649000,4.3,7.826239,148.11842,LTE,1,,29100,93,,,
302,720,29100,26301441,45.4247758,-75.6823401,-83,1611419659000,5.4,5.047694,148.55704,LTE,1,,29100,93,,,
302,720,29100,26301441,45.4243621,-75.6820218,-97,1611419669000,5.4,4.967589,150.12654,LTE,1,,29100,93,,,
302,720,29100,26301442,45.4239424,-75.6817077,-89,1611419679000,5.4,7.8751125,149.04929,LTE,1,,29100,101,,,
302,720,29100,9244417,45.4236011,-75.6814059,-88,1611419684000,4.3,9.795825,148.94757,LTE+,2,,29100,213,,,
302,720,29100,9244417,45.4226586,-75.6806794,-96,1611419694000,4.3,11.792328,150.03204,LTE+,1,,29100,213,,,
302,720,29100,26301442,45.4217385,-75.6798733,-102,1611419704000,5.9,13.492046,148.96785,LTE,2,,29100,101,,,
302,720,29100,7682313,45.4211652,-75.6793814,-98,1611419709000,6.4,14.340047,148.999,LTE+,6,,29100,373,,,
302,720,29100,7682313,45.4206863,-75.6789627,-98,1611419714000,5.4,7.512937,149.17561,LTE+,6,,29100,373,,,
302,720,29100,7682313,45.4205735,-75.6788187,-94,1611419719000,5.4,5.3663564,144.87282,LTE+,6,,29100,373,,,
302,720,29100,7682313,45.4207122,-75.6789345,-103,1611419729000,9.6,0.0548719,87.66428,LTE+,6,,29100,373,,,
302,720,29100,7682313,45.4206519,-75.6789245,-101,1611419734000,20.6,4.1170683,149.30081,LTE+,6,,29100,373,,,
302,720,29100,7682313,45.4205262,-75.6788228,-101,1611419739000,6.4,10.6193075,148.85945,LTE+,5,,29100,373,,,
302,720,29100,7682313,45.419331,-75.6779231,-83,1611419749000,7.5,10.532548,147.39247,LTE+,5,,29100,373,,,
302,720,29100,7682313,45.4190326,-75.6776147,-102,1611419759000,6.4,0.22674085,166.47931,LTE+,5,,29100,373,,,
302,720,29100,7682313,45.4186867,-75.6781172,-103,1611419769000,6.4,10.240921,228.70265,LTE+,5,,29100,373,,,
302,720,29100,7682313,45.4182084,-75.6785507,-97,1611419774000,4.3,12.3890085,187.97203,LTE+,4,,29100,373,,,
302,720,29100,7682313,45.4175996,-75.6785831,-95,1611419779000,3.9,12.04923,178.25931,LTE+,4,,29100,373,,,
302,720,29100,7682313,45.4167645,-75.6791018,-99,1611419789000,5.4,8.582697,223.55331,LTE+,4,,29100,373,,,
302,720,29100,7682313,45.4160118,-75.6796141,-107,1611419799000,4.3,11.839417,200.98401,LTE+,5,,29100,373,,,
302,720,29100,9244418,45.4149971,-75.6801549,-105,1611419809000,4.3,10.23915,200.90555,LTE,5,,29100,221,,,
302,720,29100,9244418,45.4143965,-75.6809475,-99,1611419819000,4.3,4.94813,244.42453,LTE,6,,29100,221,,,
302,720,29100,9244418,45.4143988,-75.6811609,-98,1611419824000,4.3,3.5533748,286.5313,LTE,6,,29100,221,,,
302,720,29100,7693128,45.4149054,-75.6814686,-93,1611419834000,5.4,6.255344,349.61145,LTE,5,,29100,221,,,
302,720,29100,7693128,45.41523,-75.6815032,-93,1611419839000,4.3,3.8847797,0.3303574,LTE,5,,29100,221,,,
302,720,29100,7693128,45.4154095,-75.6814343,-84,1611419844000,4.3,9.1193495,19.654137,LTE+,5,,29100,221,,,
302,720,29100,7693128,45.4165837,-75.6807518,-85,1611419854000,4.3,14.271453,25.86191,LTE+,,,29100,221,,,
302,720,29100,7693128,45.4171918,-75.6802853,-87,1611419859000,3.9,14.517523,28.907537,LTE+,4,,29100,221,,,
302,720,29100,7693128,45.4177714,-75.6798813,-87,1611419864000,3.9,14.302133,17.367441,LTE+,4,,29100,221,,,
302,720,29100,7693128,45.4190496,-75.6801231,-95,1611419874000,4.3,14.790516,324.92563,LTE+,3,,29100,221,,,
302,720,29100,7693128,45.4198585,-75.6817403,-98,1611419884000,5.4,15.094959,303.94012,LTE+,3,,29100,221,,,
302,720,29100,7693128,45.420407,-75.6832045,-92,1611419894000,9.1,8.947219,307.5978,LTE+,2,,29100,221,,,
302,720,29100,7693128,45.4206459,-75.683627,-98,1611419899000,8.6,11.203496,306.10315,LTE+,2,,29100,221,,,
302,720,29100,7693128,45.4214315,-75.6850312,-84,1611419909000,6.4,15.21629,305.13474,LTE+,0,,29100,221,,,
